2026-09-11	Vizepräsident Omid Nouripour		21/94	75	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Carsten Körber	CDU/CSU	21/94	75	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Carsten Körber	CDU/CSU	21/94	75	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Carsten Körber	CDU/CSU	21/94	75	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Vizepräsident Omid Nouripour		21/94	77	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Dr. Thorsten Rudolph	SPD	21/94	77	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Vizepräsident Omid Nouripour		21/94	79	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Dr. Michael Espendiller	AfD	21/94	79	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Vizepräsident Omid Nouripour		21/94	81	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Dr. Yannick Bury	CDU/CSU	21/94	81	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Vizepräsident Omid Nouripour		21/94	84	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Katrin Uhlig	BÜNDNIS 90/DIE GRÜNEN	21/94	84	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Vizepräsident Omid Nouripour		21/94	85	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Dr. Dietmar Bartsch	Die Linke	21/94	85	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Vizepräsident Omid Nouripour		21/94	87	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Dr. Dietmar Bartsch	Die Linke	21/94	87	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Vizepräsident Omid Nouripour		21/94	87	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Dr. Dietmar Bartsch	Die Linke	21/94	87	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Vizepräsident Omid Nouripour		21/94	87	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Dr. Dietmar Bartsch	Die Linke	21/94	87	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Vizepräsident Omid Nouripour		21/94	87	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
